tconst	startYear	primaryTitle	averageRating	numVotes
tt0119051	1997	The Edge	7.0	82644
tt2387433	2013	Dark Skies	6.3	82640
tt0421206	2006	Gridiron Gang	7.1	82639
tt0061184	1966	Who's Afraid of Virginia Woolf?	8.0	82572
tt3083016	2024	Beverly Hills Cop: Axel F	6.4	82464
tt0389557	2006	Black Book	7.7	82450
tt0178868	1998	The Ring	7.2	82260
tt5719748	2019	Cold Pursuit	6.2	82167
tt10554232	2020	Dara of Jasenovac	8.1	82162
tt1491044	2012	The Iceman	6.8	82124
tt7775622	2018	Free Solo	8.1	82122
tt15428134	2023	Dunki	6.5	82039
tt0416315	2005	Wolf Creek	6.2	82020
tt0061578	1967	The Dirty Dozen	7.7	81992
tt7282468	2018	Burning	7.4	81985
tt1245112	2009	[Rec]²	6.5	81956
tt0114558	1995	Strange Days	7.2	81951
tt0493430	2006	Jackass Number Two	7.0	81768
tt14114802	2022	The Outfit	7.2	81760
tt9179430	2022	Vikram	8.3	81746
tt0069762	1973	Badlands	7.7	81742
tt0975645	2012	Hitchcock	6.8	81741
tt0049833	1956	The Ten Commandments	7.9	81641
tt0316356	2003	Open Range	7.4	81627
tt0481141	2007	No Reservations	6.3	81614
tt0119925	1997	The Postman	6.1	81592
tt1740707	2010	Troll Hunter	6.9	81565
tt0120844	1998	Star Trek: Insurrection	6.4	81523
tt2262227	2014	The Book of Life	7.2	81492
tt3513498	2019	The Lego Movie 2: The Second Part	6.5	81484
tt0864835	2014	Mr. Peabody & Sherman	6.7	81463
tt0085407	1983	The Dead Zone	7.2	81461
tt1645089	2010	Inside Job	8.2	81453
tt0094332	1987	The Witches of Eastwick	6.6	81402
tt0093191	1987	Wings of Desire	7.9	81194
tt0113071	1995	First Knight	6.0	81124
tt0811080	2008	Speed Racer	6.1	81122
tt0370986	2004	Mysterious Skin	7.6	81045
tt1424432	2010	Senna	8.5	81023
tt1082868	2008	Quarantine	6.0	80898
tt0338095	2003	High Tension	6.7	80838
tt0133952	1998	The Siege	6.4	80833
tt0056058	1962	Harakiri	8.6	80822
tt5657856	2017	Brawl in Cell Block 99	7.1	80789
tt0078841	1979	Being There	7.9	80780
tt4916630	2019	Just Mercy	7.6	80765
tt4995790	2017	The Square	7.1	80756
tt0066026	1970	M*A*S*H	7.3	80566
tt0112870	1995	Dilwale Dulhania Le Jayenge	8.0	80551
tt1352824	2009	Chloe	6.3	80506
tt0139809	1999	The Thirteenth Floor	7.0	80317
tt0462465	2008	Outlander	6.2	80295
tt0446059	2006	Fearless	7.6	80200
tt1893256	2013	Redemption	6.2	80160
tt12536294	2021	Spencer	6.5	80111
tt0120324	1998	A Simple Plan	7.5	80105
tt0368909	2003	Ong-Bak: The Thai Warrior	7.1	80099
tt0097815	1989	Major League	7.2	80091
tt0356680	2005	The Family Stone	6.3	80057
tt2937898	2014	A Most Violent Year	6.9	80048
tt1712261	2016	Triple 9	6.3	80037
tt1149362	2009	The White Ribbon	7.8	79962
tt9686708	2020	The King of Staten Island	7.1	79874
tt8093700	2022	The Woman King	6.9	79804
tt0120749	1998	Mercury Rising	6.1	79797
tt0841046	2007	Walk Hard: The Dewey Cox Story	6.8	79683
tt1137450	2018	Death Wish	6.3	79649
tt3007512	2014	The Water Diviner	7.0	79636
tt1972779	2014	The Best of Me	6.7	79604
tt0995039	2008	Ghost Town	6.7	79539
tt0091167	1986	Hannah and Her Sisters	7.8	79458
tt0206314	2001	Joy Ride	6.6	79448
tt4361050	2016	Ouija: Origin of Evil	6.2	79409
tt0100263	1990	La Femme Nikita	7.3	79374
tt0116040	1996	Daylight	6.0	79361
tt0095963	1988	Red Heat	6.1	79276
tt0163988	1999	Bringing Out the Dead	6.9	79275
tt1433811	2012	Disconnect	7.5	79268
tt0443489	2006	Dreamgirls	6.6	79230
tt0062765	1968	Bullitt	7.4	79165
tt8912936	2022	DC League of Super-Pets	7.0	79116
tt0113824	1995	Whisper of the Heart	7.8	79026
tt0970452	2009	Solomon Kane	6.1	79015
tt8368512	2020	The Courier	7.2	78966
tt0098536	1989	Turner & Hooch	6.2	78935
tt9100054	2021	The Lost Daughter	6.7	78843
tt0971209	2009	A Perfect Getaway	6.5	78817
tt0088286	1984	Top Secret!	7.2	78748
tt0347304	2003	Kal Ho Naa Ho	7.9	78726
tt0329575	2003	Seabiscuit	7.3	78655
tt0099052	1990	Arachnophobia	6.5	78648
tt8688634	2019	21 Bridges	6.7	78588
tt0113243	1995	Hackers	6.2	78575
tt14109724	2022	Ticket to Paradise	6.1	78424
tt0310775	2002	Sympathy for Mr. Vengeance	7.5	78395
tt0327679	2004	Ella Enchanted	6.3	78381
tt0219699	2000	The Gift	6.7	78325
tt1527788	2010	The Man from Nowhere	7.7	78236
tt10919380	2020	Freaky	6.3	78226
tt1178663	2009	Whatever Works	7.1	78206
tt6246322	2021	Don't Breathe 2	6.0	78172
tt1014763	2015	Child 44	6.4	78151
tt0292490	2001	Dil Chahta Hai	8.0	78123
tt1846589	2018	Hunter Killer	6.6	78098
tt1186367	2009	Ninja Assassin	6.3	78038
tt0398017	2005	Derailed	6.6	77956
tt0094947	1988	Dangerous Liaisons	7.5	77838
tt0139239	1999	Go	7.2	77831
tt0386032	2007	Sicko	8.0	77776
tt0120686	1998	Stepmom	6.8	77775
tt2051879	2013	Europa Report	6.4	77745
tt0445990	2006	Invincible	7.0	77679
tt0147612	1998	Happiness	7.7	77674
tt0113957	1995	The Net	6.0	77573
tt0088993	1985	Day of the Dead	7.1	77473
tt2401878	2015	Anomalisa	7.2	77387
tt0403702	2009	Youth in Revolt	6.4	77372
tt0109446	1994	The Client	6.7	77208
tt0036613	1944	Arsenic and Old Lace	7.9	77085
tt0344510	2004	A Very Long Engagement	7.6	77047
tt0414055	2007	Elizabeth: The Golden Age	6.8	77006
tt0103241	1991	What About Bob?	7.0	77005
tt1216496	2009	Mother	7.7	76984
tt1190539	2008	The Chaser	7.8	76979
tt2428170	2014	Creep	6.3	76941
tt0844479	2009	The Collector	6.3	76770
tt20850406	2022	Sita Ramam	8.5	76721
tt0116683	1996	James and the Giant Peach	6.7	76687
tt0264472	2002	Changing Lanes	6.5	76683
tt0077745	1978	Invasion of the Body Snatchers	7.4	76578
tt0254686	2001	The Piano Teacher	7.5	76552
tt0089469	1985	Legend	6.3	76542
tt0032904	1940	The Philadelphia Story	7.8	76532
tt0104940	1992	The Muppet Christmas Carol	7.8	76529
tt0478134	2007	In the Valley of Elah	7.1	76518
tt0804461	2007	Death Sentence	6.7	76459
tt3215824	2021	Those Who Wish Me Dead	6.0	76431
tt8291224	2019	Uri: The Surgical Strike	8.2	76430
tt0117887	1996	That Thing You Do!	7.0	76420
tt0242519	2000	Hera Pheri	8.2	76414
tt1937149	2012	The Body	7.6	76409
tt0861689	2008	Blindness	6.5	76360
tt0131325	1999	Bowfinger	6.5	76311
tt0340377	2003	The Station Agent	7.6	76172
tt1343097	2009	The Girl Who Kicked the Hornet's Nest	7.3	76171
tt1034389	2011	The Eagle	6.2	76155
tt5461944	2018	Hotel Mumbai	7.6	76056
tt2039393	2014	The Gambler	6.0	75961
tt0414852	2004	District B13	7.1	75870
tt14992922	2022	The Tinder Swindler	7.1	75869
tt0120053	1997	The Saint	6.2	75849
tt0165929	2000	Romeo Must Die	6.1	75756
tt0245562	2002	Windtalkers	6.1	75709
tt13927994	2023	Salaar	6.6	75684
tt0401711	2006	Paris, Je T'aime	7.2	75654
tt0110932	1994	Quiz Show	7.5	75613
tt6214928	2017	1922	6.2	75545
tt2140619	2014	Two Night Stand	6.3	75523
tt0086006	1983	Never Say Never Again	6.1	75523
tt0052561	1959	Anatomy of a Murder	8.0	75494
tt0125659	1997	Open Your Eyes	7.7	75456
tt0862846	2008	Sunshine Cleaning	6.8	75387
tt0986233	2008	Hunger	7.5	75377
tt0089885	1985	Re-Animator	7.1	75298
tt2545118	2013	Blackfish	8.1	75125
tt0036868	1946	The Best Years of Our Lives	8.1	75124
tt1374992	2012	Upside Down	6.3	75103
tt14509110	2023	No One Will Save You	6.3	75042
tt2356180	2013	Bhaag Milkha Bhaag	8.2	74987
tt9466114	2024	The Idea of You	6.3	74970
tt0145531	1999	Stigmata	6.2	74949
tt4901306	2016	Perfect Strangers	7.7	74945
tt2125608	2012	Searching for Sugar Man	8.2	74937
tt0118972	1997	The Devil's Own	6.2	74920
tt1186830	2009	Agora	7.1	74900
tt1763303	2012	The First Time	6.8	74827
tt0083791	1982	The Dark Crystal	7.1	74807
tt24268454	2023	The Kerala Story	6.9	74777
tt10696784	2021	The Harder They Fall	6.6	74765
tt0093565	1987	Moonstruck	7.2	74706
tt2273657	2015	True Story	6.3	74663
tt0124298	1999	Blast from the Past	6.7	74650
tt0237534	2001	Brotherhood of the Wolf	7.0	74620
tt0046438	1953	Tokyo Story	8.1	74578
tt0315983	2003	House of Sand and Fog	7.5	74573
tt5113040	2019	The Secret Life of Pets 2	6.4	74522
tt0104868	1992	The Mighty Ducks	6.6	74500
tt7737528	2021	Kate	6.3	74421
tt1583420	2011	Larry Crowne	6.1	74405
tt6902676	2019	Guns Akimbo	6.3	74404
tt10403420	2022	Terrifier 2	6.0	74332
tt0368709	2005	Elizabethtown	6.3	74231
tt0089670	1985	National Lampoon's European Vacation	6.2	74221
tt12262116	2022	Thirteen Lives	7.8	74203
tt0115751	1996	Breaking the Waves	7.8	74176
tt8637428	2019	The Farewell	7.5	74163
tt1268799	2011	A Very Harold & Kumar Christmas	6.2	74129
tt13841850	2022	Men	6.0	74127
tt0116231	1996	The Bandit	8.1	74053
tt8589698	2023	Teenage Mutant Ninja Turtles: Mutant Mayhem	7.2	73952
tt22048412	2024	MaXXXine	6.2	73831
tt4971344	2018	The Sisters Brothers	6.9	73831
tt0805570	2008	The Midnight Meat Train	6.0	73817
tt0089907	1985	The Return of the Living Dead	7.3	73789
tt6850820	2018	Peppermint	6.5	73769
tt0010323	1920	The Cabinet of Dr. Caligari	8.0	73735
tt7068946	2025	The Accountant 2	6.7	73713
tt0120148	1998	Sliding Doors	6.7	73660
tt9731534	2020	The Night House	6.4	73653
tt0237572	2001	The Pledge	6.7	73603
tt0112682	1995	The City of Lost Children	7.4	73597
tt0364517	2003	Love Me If You Dare	7.5	73557
tt0808506	2006	The Girl Who Leapt Through Time	7.7	73550
tt0047437	1954	Sabrina	7.6	73491
tt3014866	2016	Criminal	6.3	73453
tt0104815	1992	El Mariachi	6.8	73438
tt0112722	1995	Copycat	6.6	73355
tt0036342	1943	Shadow of a Doubt	7.8	73333
tt0256009	2001	The Devil's Backbone	7.4	73327
tt0070723	1973	Soylent Green	7.0	73307
tt1912398	2011	God Bless America	7.1	73257
tt0049470	1956	The Man Who Knew Too Much	7.4	73217
tt3716530	2016	Elle	7.1	73183
tt1591479	2012	Act of Valor	6.4	73129
tt0203119	2000	Sexy Beast	7.3	73129
tt0300051	2004	Jersey Girl	6.2	73104
tt0074860	1976	Marathon Man	7.4	73086
tt1226753	2010	The Debt	6.8	73074
tt2025690	2016	The Finest Hours	6.7	73007
tt0076618	1977	The Rescuers	6.9	72964
tt14039582	2021	Drive My Car	7.5	72963
tt0099365	1990	Darkman	6.4	72836
tt0219965	2001	Bandits	6.5	72832
tt0486551	2006	Beerfest	6.2	72723
tt0132347	1999	Mystery Men	6.1	72650
tt13521006	2023	Beau Is Afraid	6.6	72620
tt1242422	2009	Cell 211	7.6	72604
tt0093693	1987	Overboard	6.9	72586
tt0391304	2005	A Lot Like Love	6.6	72583
tt2870756	2014	Magic in the Moonlight	6.5	72450
tt0191397	2000	The Replacements	6.6	72360
tt0071877	1974	Murder on the Orient Express	7.2	72347
tt21192142	2023	All of Us Strangers	7.6	72325
tt1291570	2015	Solace	6.4	72296
tt4080728	2015	A Man Called Ove	7.7	72289
tt4169250	2016	M.S. Dhoni: The Untold Story	8.0	72258
tt0480669	2007	Timecrimes	7.1	72240
tt1850457	2015	Sisters	6.0	72219
tt2402157	2014	The November Man	6.3	72194
tt1800302	2016	Gold	6.7	72141
tt1448754	2023	Thanksgiving	6.2	72132
tt0081633	1981	Time Bandits	6.9	72075
tt2053425	2012	Rust and Bone	7.4	72013
tt0108002	1993	Rudy	7.5	71956
tt1278340	2009	Dead Snow	6.3	71914
tt4680182	2016	Colossal	6.2	71864
tt3960412	2016	Popstar: Never Stop Never Stopping	6.7	71719
tt9619824	2025	Final Destination: Bloodlines	6.9	71706
tt0046911	1955	Diabolique	8.1	71695
tt0970411	2008	City of Ember	6.4	71672
tt0120731	1998	The Legend of 1900	8.0	71668
tt0365376	2003	A Tale of Two Sisters	7.1	71626
tt6079516	2019	I See You	6.8	71625
tt0354899	2006	The Science of Sleep	7.2	71606
tt0455538	2008	How to Lose Friends & Alienate People	6.4	71588
tt1172233	2009	Whip It	6.9	71548
tt0058946	1966	The Battle of Algiers	8.1	71531
tt0151137	1999	The Messenger: The Story of Joan of Arc	6.4	71526
tt0106226	1993	The Age of Innocence	7.2	71415
tt3774694	2015	Love	6.1	71411
tt2910814	2014	The Signal	6.0	71381
tt0088933	1985	Cocoon	6.7	71358
tt0096487	1988	Young Guns	6.8	71333
tt0053221	1959	Rio Bravo	8.0	71280
tt5304992	2018	Set It Up	6.5	71252
tt0169858	1997	Neon Genesis Evangelion: The End of Evangelion	8.1	71237
tt0119558	1997	Lolita	6.8	71177
tt2101341	2013	Dead Man Down	6.4	71152
tt9701942	2021	Fear Street: Part Three - 1666	6.6	71114
tt2005374	2013	The Frozen Ground	6.4	71006
tt2223990	2014	Draft Day	6.8	71005
tt0453556	2007	TMNT	6.2	70991
tt0046268	1953	The Wages of Fear	8.1	70959
tt0060176	1966	Blow-Up	7.4	70770
tt13186482	2024	Mufasa: The Lion King	6.6	70763
tt0104231	1992	Far and Away	6.6	70760
tt2083383	2012	Trouble with the Curve	6.8	70740
tt1687901	2011	The Awakening	6.5	70737
tt2121382	2014	Force Majeure	7.2	70698
tt11655202	2020	Riders of Justice	7.5	70653
tt0425413	2007	Run Fatboy Run	6.5	70627
tt1430607	2011	Arthur Christmas	7.1	70617
tt0130623	2000	Dinosaur	6.4	70552
tt1462041	2011	Dream House	6.0	70520
tt0082348	1981	Excalibur	7.3	70516
tt1436045	2010	13 Assassins	7.5	70425
tt13640696	2022	See How They Run	6.5	70421
tt21692408	2024	Kung Fu Panda 4	6.3	70381
tt0421082	2007	Control	7.6	70351
tt26548265	2024	Maharaja	8.4	70338
tt1586752	2011	Machine Gun Preacher	6.7	70325
tt0397313	2006	Eight Below	7.3	70320
tt4624424	2016	Storks	6.8	70290
tt0020629	1930	All Quiet on the Western Front	8.1	70233
tt3118452	2015	Circle	6.0	70194
tt0082085	1981	Blow Out	7.4	70173
tt1587707	2010	Exit Through the Gift Shop	7.9	70061
tt0267626	2002	K-19: The Widowmaker	6.7	70008
tt3322420	2013	Queen	8.1	69986
tt1116184	2010	Jackass 3D	7.0	69967
tt0115964	1996	Crash	6.4	69960
tt0218839	2000	Best in Show	7.5	69898
tt1235124	2009	Dorian Gray	6.2	69894
tt0433387	2005	Harsh Times	6.8	69880
tt0372824	2004	The Chorus	7.8	69785
tt21454134	2023	The Bikeriders	6.6	69758
tt4244998	2018	Alpha	6.6	69750
tt0070355	1973	Magnum Force	7.2	69707
tt3155298	2023	Luther: The Fallen Sun	6.4	69696
tt0120693	1998	Half Baked	6.6	69674
tt1166100	2008	Ghajini	7.4	69664
tt0083922	1982	Fanny and Alexander	8.1	69653
tt3647498	2016	Blood Father	6.4	69620
tt0384116	2004	G.O.R.A.	8.0	69534
tt3168230	2015	Mr. Holmes	6.8	69522
tt13651794	2023	May December	6.7	69499
tt0105151	1992	The Player	7.5	69495
tt0110005	1994	Heavenly Creatures	7.2	69427
tt0379217	2003	Coffee and Cigarettes	7.0	69371
tt1754656	2015	The Little Prince	7.6	69307
tt0443536	2005	Hoodwinked!	6.5	69277
tt0873886	2011	Red State	6.1	69203
tt3715320	2015	Irrational Man	6.6	69194
tt0347618	2002	The Cat Returns	7.1	69181
tt9198364	2022	Three Thousand Years of Longing	6.7	69178
tt0082158	1981	Chariots of Fire	7.1	69098
tt28075881	2024	Do Patti	6.4	69043
tt0390022	2004	Friday Night Lights	7.2	69012
tt2910904	2015	The Dressmaker	7.0	69007
tt8239946	2018	Tumbbad	8.2	69006
tt0102536	1991	Night on Earth	7.7	68982
tt27719898	2023	Kaiva	8.3	68981
tt0102945	1991	Sleeping with the Enemy	6.3	68975
tt10365998	2023	Infinity Pool	6.0	68973
tt0313443	2003	Out of Time	6.5	68972
tt0068699	1973	High Plains Drifter	7.4	68969
tt0280609	2002	Dog Soldiers	6.8	68886
tt1130080	2009	The Informant!	6.5	68880
tt1748179	2012	Red Lights	6.2	68878
tt0091530	1986	The Mission	7.4	68859
tt0091949	1986	Short Circuit	6.6	68818
tt0111149	1994	Shallow Grave	7.2	68800
tt0116409	1996	The Ghost and the Darkness	6.8	68799
tt4761112	2021	The Mauritanian	7.5	68636
tt0243017	2001	Waking Life	7.6	68521
tt0029947	1938	Bringing Up Baby	7.8	68505
tt3892172	2018	Leave No Trace	7.1	68492
tt6908274	2018	Mirage	7.4	68478
tt0086425	1983	Terms of Endearment	7.4	68464
tt0047528	1954	La Strada	8.0	68463
tt2283748	2012	OMG: Oh My God!	8.1	68378
tt0271027	2001	Kiss of the Dragon	6.6	68349
tt10855768	2023	Missing	7.1	68346
tt9052870	2019	Chhichhore	8.3	68316
tt0264395	2003	Basic	6.4	68315
tt0099422	1990	Dick Tracy	6.2	68304
tt0962736	2009	The Young Victoria	7.2	68283
tt7510222	2024	Despicable Me 4	6.2	68263
tt0360201	2004	Wimbledon	6.3	68257
tt3411444	2017	Ferdinand	6.7	68255
tt0089767	1985	Pale Rider	7.3	68255
tt1441952	2011	Salmon Fishing in the Yemen	6.8	68251
tt0472160	2006	Penelope	6.7	68221
tt1703199	2011	Grave Encounters	6.1	68213
tt2390361	2013	Enough Said	7.0	68130
tt12888462	2020	My Octopus Teacher	8.1	68127
tt1821480	2012	Kahaani	8.1	68116
tt15654328	2023	Leo	7.2	68095
tt1300851	2009	The Boondock Saints II: All Saints Day	6.2	68054
tt0105265	1992	A River Runs Through It	7.2	68049
tt0131857	1998	BASEketball	6.5	68039
tt2112124	2013	Chennai Express	6.2	68036
tt12735488	2024	Kalki 2898 AD	7.0	68022
tt0228786	2000	The Crimson Rivers	6.9	68008
tt0185014	2000	Wonder Boys	7.2	67989
tt2106651	2016	Spectral	6.3	67926
tt0983213	2007	5 Centimeters per Second	7.5	67903
tt8115900	2022	The Bad Guys	6.8	67900
tt2388771	2018	Mowgli: Legend of the Jungle	6.5	67898
tt0462200	2006	Black Snake Moan	6.9	67854
tt0206275	2001	Save the Last Dance	6.2	67816
tt1210042	2009	Brooklyn's Finest	6.7	67783
tt0093260	1987	Innerspace	6.8	67710
tt6571548	2021	The White Tiger	7.1	67691
tt3758172	2017	Jungle	6.7	67668
tt9214832	2020	Emma.	6.7	67631
tt0423977	2007	Charlie Bartlett	6.9	67613
tt0107554	1993	Menace II Society	7.5	67592
tt0380389	2005	Goal! The Dream Begins	6.7	67541
tt0086197	1983	The Right Stuff	7.8	67511
tt1135084	2010	Takers	6.2	67424
tt5535276	2023	Maestro	6.5	67387
tt6742252	2018	The Guilty	7.5	67375
tt0190865	2000	Vertical Limit	6.0	67375
tt10168670	2022	Bones and All	6.8	67326
tt0111686	1994	New Nightmare	6.4	67304
tt0099329	1990	Cry-Baby	6.5	67293
tt0106246	1993	Alive	7.1	67275
tt6398184	2019	Downton Abbey	7.4	67200
tt0113198	1995	A Goofy Movie	6.9	67179
tt1987680	2017	The Upside	7.0	67147
tt0356721	2004	I Heart Huckabees	6.5	67102
tt0403508	2005	The Sisterhood of the Traveling Pants	6.5	67081
tt0120770	1998	A Night at the Roxbury	6.2	67076
tt5186714	2016	The Salesman	7.7	67056
tt0443465	2014	Before We Go	6.8	66998
tt4547056	2016	The Girl with All the Gifts	6.6	66990
tt5168192	2016	I, Daniel Blake	7.8	66972
tt0416508	2007	Becoming Jane	7.0	66940
tt1232776	2009	Fish Tank	7.3	66806
tt8110232	2021	The Many Saints of Newark	6.3	66801
tt8526872	2019	Dolemite Is My Name	7.2	66750
tt1024255	2008	Wild Child	6.1	66725
tt0079367	1979	The Jerk	7.1	66710
tt1990314	2012	Robot & Frank	7.0	66678
tt0067800	1971	Straw Dogs	7.4	66669
tt0800308	2008	Appaloosa	6.7	66643
tt1124037	2016	Free State of Jones	6.9	66607
tt0388125	2005	In Her Shoes	6.5	66585
tt0098384	1989	Steel Magnolias	7.3	66561
tt0120877	1998	Vampires	6.1	66536
tt0758794	2006	We Are Marshall	7.1	66526
tt0087985	1984	Red Dawn	6.3	66522
tt0110367	1994	Little Women	7.3	66518
tt2234003	2014	Calvary	7.4	66492
tt0460829	2006	Inland Empire	6.8	66490
tt3262342	2017	Loving Vincent	7.8	66460
tt0069995	1973	Don't Look Now	7.1	66442
tt0144214	1999	The General's Daughter	6.4	66420
tt0118771	1997	Breakdown	7.0	66264
tt0489237	2007	The Nanny Diaries	6.2	66260
tt5710514	2017	I Don't Feel at Home in This World Anymore	6.9	66234
tt0077405	1978	Days of Heaven	7.7	66222
tt0073802	1975	Three Days of the Condor	7.4	66214
tt0297284	2004	Mindhunters	6.3	66104
tt1588334	2011	Jeff, Who Lives at Home	6.4	66087
tt1865505	2014	Song of the Sea	8.0	66030
tt0095497	1988	The Last Temptation of Christ	7.5	66023
tt0098627	1989	Weekend at Bernie's	6.4	66013
tt0101587	1991	City Slickers	6.8	65912
tt5672290	2024	The First Omen	6.5	65885
tt0032599	1940	His Girl Friday	7.8	65873
tt10752004	2021	Love Hard	6.3	65865
tt1439572	2011	Perfect Sense	7.0	65853
tt1704573	2011	Bernie	6.8	65851
tt0065207	1968	Where Eagles Dare	7.6	65797
tt1438254	2010	Charlie St. Cloud	6.4	65788
tt8291806	2019	Pain and Glory	7.5	65739
tt0112950	1995	Empire Records	6.7	65707
tt0096463	1988	Working Girl	6.8	65607
tt4226388	2015	Victoria	7.6	65561
tt0068182	1972	Aguirre, the Wrath of God	7.8	65559
tt0019254	1928	The Passion of Joan of Arc	8.1	65557
tt0084434	1982	An Officer and a Gentleman	7.1	65538
tt0120913	2000	Titan A.E.	6.6	65511
tt6053438	2017	First Reformed	7.1	65501
tt1567437	2014	The Voices	6.3	65498
tt0862467	2009	Valhalla Rising	6.0	65417
tt0070909	1973	Westworld	6.9	65355
tt0261983	2001	Session 9	6.4	65306
tt1001520	2023	The Last Voyage of the Demeter	6.1	65260
tt0780511	2009	Everybody's Fine	7.1	65255
tt0081455	1981	Scanners	6.7	65215
tt0056687	1962	What Ever Happened to Baby Jane?	8.0	65200
tt0091541	1986	The Money Pit	6.4	65197
tt0427309	2007	The Great Debaters	7.5	65165
tt3042408	2014	Who Am I	7.4	65136
tt2404425	2015	Woman in Gold	7.3	65068
tt5610554	2018	Tully	6.9	65057
tt0476964	2007	The Brave One	6.7	65054
tt0275491	2004	Bad Education	7.4	65049
tt7374948	2019	Always Be My Maybe	6.7	65047
tt0119874	1997	The Peacemaker	6.0	65015
tt0116126	1996	Don't Be a Menace to South Central While Drinking Your Juice in the Hood	6.5	64998
tt0146309	2000	Thirteen Days	7.3	64997
tt0105435	1992	Sneakers	7.1	64986
tt0385887	2019	Motherless Brooklyn	6.8	64985
tt5592248	2017	The Beguiled	6.3	64932
tt0075784	1977	A Bridge Too Far	7.4	64902
tt2279373	2015	The SpongeBob Movie: Sponge Out of Water	6.0	64863
tt7737800	2023	Woman of the Hour	6.6	64842
tt18259086	2024	Sonic the Hedgehog 3	6.9	64836
tt0787524	2015	The Man Who Knew Infinity	7.2	64836
tt0482572	2008	Pride and Glory	6.6	64811
tt1032846	2007	4 Months, 3 Weeks and 2 Days	7.9	64809
tt0427312	2005	Grizzly Man	7.8	64782
tt13664684	2022	Karthikeya 2	7.8	64772
tt1270262	2011	The Devil's Double	7.0	64766
tt0102494	1991	My Own Private Idaho	6.9	64756
tt0264935	2002	Murder by Numbers	6.2	64679
tt0118789	1998	Buffalo '66	7.4	64631
tt0327137	2003	Secondhand Lions	7.5	64626
tt0089370	1985	The Jewel of the Nile	6.1	64621
tt6452574	2018	Sanju	7.6	64594
tt0115736	1996	Bound	7.3	64536
tt8110640	2019	In the Shadow of the Moon	6.2	64480
tt10083340	2022	Gangubai Kathiawadi	7.8	64426
tt6306064	2018	Adrift	6.6	64341
tt4614584	2022	Purple Hearts	6.7	64316
tt0103939	1992	Chaplin	7.5	64295
tt0023969	1933	Duck Soup	7.7	64293
tt0097659	1989	Kickboxer	6.4	64269
tt15255876	2022	Emily the Criminal	6.7	64258
tt0080745	1980	Flash Gordon	6.5	64236
tt0026029	1935	The 39 Steps	7.6	64192
tt2091935	2015	Mr. Right	6.3	64138
tt3612616	2014	Mommy	8.0	64136
tt2350496	2013	The Lunchbox	7.8	64127
tt9426210	2019	Weathering with You	7.5	64104
tt1758692	2011	Like Crazy	6.6	64077
tt0212712	2004	2046	7.4	64066
tt0102803	1991	The Rocketeer	6.6	64060
tt1661382	2013	Grudge Match	6.4	64021
tt6543652	2018	Cold War	7.5	64005
tt0106387	1993	Benny & Joon	7.1	63882
tt0278488	2001	How High	6.2	63869
